assinante_hash,home_cluster,home_municipio,income_cluster,age_group,mobility_pattern,flag_flagship
43152,BIGUACU_BR101_NORTE,Biguaçu,C,45-54,MODERADA,0
43153,COQUEIROS,Florianópolis,C,25-34,MODERADA,0
43154,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,MODERADA,0
43155,UFSC,Florianópolis,C,18-24,BAIXA,0
43156,TRINDADE,Florianópolis,D,55+,INTENSA,0
43157,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,0
43158,AEROPORTO_HLZ,Florianópolis,D,25-34,MODERADA,0
43159,SC401_CORREDOR,Florianópolis,B,35-44,MODERADA,1
43160,CAMPECHE,Florianópolis,B,35-44,MODERADA,1
43161,CBD_BEIRAMAR,Florianópolis,C,18-24,MODERADA,0
43162,RESIDENCIAL_NORTE,Florianópolis,D,35-44,MODERADA,0
43163,CANASVIEIRAS,Florianópolis,C,55+,BAIXA,0
43164,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,BAIXA,0
43165,SAO_JOSE_KOBRASOL,São José,C,18-24,MODERADA,0
43166,SAO_JOSE_KOBRASOL,São José,C,55+,BAIXA,0
43167,COQUEIROS,Florianópolis,C,55+,INTENSA,0
43168,SAO_JOSE_CENTRO,São José,B,18-24,INTENSA,0
43169,SAO_JOSE_BARREIROS,São José,C,55+,BAIXA,0
43170,TRINDADE,Florianópolis,C,25-34,MODERADA,0
43171,CBD_BEIRAMAR,Florianópolis,C,55+,INTENSA,0
43172,SC401_CORREDOR,Florianópolis,C,55+,BAIXA,0
43173,SAO_JOSE_BARREIROS,São José,A,45-54,BAIXA,0
43174,AEROPORTO_HLZ,Florianópolis,B,18-24,MODERADA,1
43175,SAO_JOSE_CENTRO,São José,C,35-44,BAIXA,0
43176,COQUEIROS,Florianópolis,D,35-44,BAIXA,0
43177,CBD_BEIRAMAR,Florianópolis,A,25-34,INTENSA,1
43178,SC401_CORREDOR,Florianópolis,D,18-24,MODERADA,0
43179,CBD_BEIRAMAR,Florianópolis,D,45-54,INTENSA,0
43180,CBD_BEIRAMAR,Florianópolis,D,18-24,BAIXA,0
43181,SAO_JOSE_CENTRO,São José,B,55+,INTENSA,1
43182,SAO_JOSE_ROCADO,São José,C,25-34,BAIXA,0
43183,PALHOCA_BR101_SUL,Palhoça,B,18-24,BAIXA,0
43184,SAO_JOSE_CENTRO,São José,D,45-54,BAIXA,0
43185,CENTRO_HISTORICO,Florianópolis,D,18-24,INTENSA,0
43186,SAO_JOSE_ROCADO,São José,C,25-34,BAIXA,0
43187,AEROPORTO_HLZ,Florianópolis,C,35-44,BAIXA,0
43188,UFSC,Florianópolis,C,18-24,BAIXA,0
43189,BIGUACU_BR101_NORTE,Biguaçu,C,55+,BAIXA,0
43190,SAO_JOSE_CENTRO,São José,B,25-34,MODERADA,1
43191,TRINDADE,Florianópolis,B,25-34,INTENSA,0
43192,SAO_JOSE_KOBRASOL,São José,B,35-44,MODERADA,0
43193,TRINDADE,Florianópolis,C,45-54,INTENSA,0
43194,AEROPORTO_HLZ,Florianópolis,C,55+,MODERADA,0
43195,BIGUACU_BR101_NORTE,Biguaçu,B,18-24,BAIXA,1
43196,UFSC,Florianópolis,C,45-54,MODERADA,0
43197,CENTRO_HISTORICO,Florianópolis,D,25-34,INTENSA,0
43198,JURERE,Florianópolis,D,18-24,BAIXA,0
43199,SAO_JOSE_ROCADO,São José,C,35-44,MODERADA,0
43200,BIGUACU_BR101_NORTE,Biguaçu,C,35-44,BAIXA,0
43201,PALHOCA_CENTRO,Palhoça,D,55+,MODERADA,0
43202,CAMPECHE,Florianópolis,A,25-34,MODERADA,1
43203,CENTRO_HISTORICO,Florianópolis,D,25-34,BAIXA,0
43204,CAMPECHE,Florianópolis,D,25-34,MODERADA,0
43205,PALHOCA_PEDRA_BRANCA,Palhoça,C,18-24,BAIXA,0
43206,SAO_JOSE_KOBRASOL,São José,D,18-24,MODERADA,0
43207,SC401_CORREDOR,Florianópolis,B,35-44,MODERADA,0
43208,PALHOCA_CENTRO,Palhoça,B,25-34,BAIXA,0
43209,SC401_CORREDOR,Florianópolis,C,45-54,MODERADA,0
43210,PALHOCA_CENTRO,Palhoça,C,45-54,MODERADA,0
43211,INGLESES,Florianópolis,B,45-54,BAIXA,0
43212,PALHOCA_CENTRO,Palhoça,B,55+,BAIXA,1
43213,CAMPECHE,Florianópolis,D,45-54,INTENSA,0
43214,CANASVIEIRAS,Florianópolis,C,55+,BAIXA,0
43215,RESIDENCIAL_NORTE,Florianópolis,D,55+,MODERADA,1
43216,TRINDADE,Florianópolis,A,18-24,MODERADA,1
43217,SANTO_AMARO,Santo Amaro da Imperatriz,B,25-34,MODERADA,0
43218,CBD_BEIRAMAR,Florianópolis,B,45-54,BAIXA,0
43219,JURERE,Florianópolis,D,55+,BAIXA,0
43220,SAO_JOSE_KOBRASOL,São José,B,18-24,BAIXA,0
43221,UFSC,Florianópolis,B,35-44,INTENSA,0
43222,TRINDADE,Florianópolis,B,25-34,BAIXA,0
43223,PALHOCA_PEDRA_BRANCA,Palhoça,C,35-44,INTENSA,0
43224,TRINDADE,Florianópolis,B,35-44,MODERADA,1
43225,COQUEIROS,Florianópolis,C,45-54,MODERADA,0
43226,PALHOCA_PEDRA_BRANCA,Palhoça,A,45-54,MODERADA,1
43227,TRINDADE,Florianópolis,B,18-24,MODERADA,1
43228,UFSC,Florianópolis,C,55+,BAIXA,0
43229,SAO_JOSE_BARREIROS,São José,A,25-34,BAIXA,1
43230,TRINDADE,Florianópolis,B,18-24,MODERADA,0
43231,CBD_BEIRAMAR,Florianópolis,B,18-24,MODERADA,0
43232,BIGUACU_BR101_NORTE,Biguaçu,C,55+,INTENSA,0
43233,COQUEIROS,Florianópolis,B,45-54,MODERADA,0
43234,CAMPECHE,Florianópolis,D,25-34,MODERADA,0
43235,CENTRO_HISTORICO,Florianópolis,B,35-44,INTENSA,0
43236,SAO_JOSE_KOBRASOL,São José,B,35-44,MODERADA,1
43237,CAMPECHE,Florianópolis,C,18-24,MODERADA,0
43238,TRINDADE,Florianópolis,C,45-54,MODERADA,0
43239,COQUEIROS,Florianópolis,D,55+,MODERADA,0
43240,SAO_JOSE_BARREIROS,São José,C,45-54,MODERADA,0
43241,TRINDADE,Florianópolis,D,55+,INTENSA,1
43242,CBD_BEIRAMAR,Florianópolis,C,35-44,INTENSA,1
43243,CBD_BEIRAMAR,Florianópolis,C,45-54,MODERADA,1
43244,PALHOCA_BR101_SUL,Palhoça,B,45-54,BAIXA,1
43245,SAO_JOSE_BARREIROS,São José,B,45-54,INTENSA,1
43246,TRINDADE,Florianópolis,C,35-44,MODERADA,0
43247,CAMPECHE,Florianópolis,B,18-24,BAIXA,0
43248,CANASVIEIRAS,Florianópolis,B,18-24,MODERADA,0
43249,PALHOCA_CENTRO,Palhoça,A,45-54,BAIXA,0
43250,CBD_BEIRAMAR,Florianópolis,C,18-24,MODERADA,0
43251,SAO_JOSE_KOBRASOL,São José,A,18-24,BAIXA,0
43252,LAGOA_CONCEICAO,Florianópolis,D,55+,BAIXA,0
43253,RESIDENCIAL_NORTE,Florianópolis,B,18-24,BAIXA,1
43254,SC401_CORREDOR,Florianópolis,B,25-34,MODERADA,0
43255,UFSC,Florianópolis,D,25-34,MODERADA,0
43256,SAO_JOSE_ROCADO,São José,A,35-44,BAIXA,1
43257,CENTRO_HISTORICO,Florianópolis,C,25-34,BAIXA,0
43258,COQUEIROS,Florianópolis,C,55+,INTENSA,0
43259,SAO_JOSE_BARREIROS,São José,A,25-34,BAIXA,0
43260,ANTONIO_CARLOS,Antônio Carlos,D,55+,MODERADA,0
43261,ESTREITO_CAPOEIRAS,Florianópolis,B,25-34,BAIXA,0
43262,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,BAIXA,0
43263,TRINDADE,Florianópolis,A,55+,MODERADA,0
43264,PALHOCA_PEDRA_BRANCA,Palhoça,C,18-24,BAIXA,0
43265,PALHOCA_BR101_SUL,Palhoça,D,35-44,MODERADA,0
43266,INGLESES,Florianópolis,C,45-54,BAIXA,1
43267,SAO_JOSE_KOBRASOL,São José,C,55+,MODERADA,0
43268,COQUEIROS,Florianópolis,C,55+,BAIXA,0
43269,CANASVIEIRAS,Florianópolis,C,45-54,INTENSA,0
43270,CBD_BEIRAMAR,Florianópolis,B,45-54,INTENSA,0
43271,PALHOCA_BR101_SUL,Palhoça,A,35-44,INTENSA,1
43272,CBD_BEIRAMAR,Florianópolis,B,45-54,MODERADA,1
43273,TRINDADE,Florianópolis,C,18-24,MODERADA,0
43274,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,1
43275,SAO_JOSE_BARREIROS,São José,A,45-54,BAIXA,0
43276,CENTRO_HISTORICO,Florianópolis,B,35-44,BAIXA,0
43277,SAO_JOSE_BARREIROS,São José,B,45-54,INTENSA,0
43278,CAMPECHE,Florianópolis,D,25-34,BAIXA,0
43279,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
43280,SAO_JOSE_KOBRASOL,São José,C,35-44,INTENSA,0
43281,ANTONIO_CARLOS,Antônio Carlos,B,55+,MODERADA,0
43282,CENTRO_HISTORICO,Florianópolis,B,18-24,MODERADA,1
43283,SAO_JOSE_BARREIROS,São José,B,35-44,MODERADA,1
43284,JURERE,Florianópolis,D,25-34,MODERADA,1
43285,SAO_JOSE_CENTRO,São José,D,18-24,BAIXA,0
43286,ESTREITO_CAPOEIRAS,Florianópolis,A,35-44,MODERADA,1
43287,TRINDADE,Florianópolis,A,35-44,INTENSA,0
43288,PALHOCA_PEDRA_BRANCA,Palhoça,C,35-44,MODERADA,0
43289,PALHOCA_CENTRO,Palhoça,C,55+,INTENSA,0
43290,AEROPORTO_HLZ,Florianópolis,D,35-44,MODERADA,0
43291,SAO_JOSE_ROCADO,São José,C,45-54,INTENSA,0
43292,CANASVIEIRAS,Florianópolis,B,18-24,MODERADA,0
43293,SAO_JOSE_BARREIROS,São José,D,18-24,MODERADA,1
43294,ESTREITO_CAPOEIRAS,Florianópolis,B,45-54,MODERADA,0
43295,SC401_CORREDOR,Florianópolis,A,25-34,BAIXA,0
43296,CAMPECHE,Florianópolis,C,45-54,BAIXA,0
43297,TRINDADE,Florianópolis,C,35-44,BAIXA,0
43298,CBD_BEIRAMAR,Florianópolis,C,25-34,BAIXA,0
43299,TRINDADE,Florianópolis,C,25-34,MODERADA,0
43300,CBD_BEIRAMAR,Florianópolis,A,55+,MODERADA,0
43301,COQUEIROS,Florianópolis,B,25-34,MODERADA,0
43302,JURERE,Florianópolis,C,55+,BAIXA,0
43303,VIA_EXPRESSA_CORREDOR,Florianópolis,C,35-44,MODERADA,0
43304,SAO_JOSE_CENTRO,São José,A,55+,MODERADA,0
43305,SAO_JOSE_BARREIROS,São José,B,18-24,INTENSA,0
43306,VIA_EXPRESSA_CORREDOR,Florianópolis,C,18-24,MODERADA,0
43307,SAO_JOSE_KOBRASOL,São José,C,18-24,MODERADA,0
43308,NORTE_ILHA,Florianópolis,C,18-24,MODERADA,0
43309,UFSC,Florianópolis,A,25-34,MODERADA,0
43310,TRINDADE,Florianópolis,D,55+,MODERADA,0
43311,PALHOCA_PEDRA_BRANCA,Palhoça,C,35-44,MODERADA,0
43312,CANASVIEIRAS,Florianópolis,C,55+,BAIXA,0
43313,CBD_BEIRAMAR,Florianópolis,C,18-24,INTENSA,0
43314,AEROPORTO_HLZ,Florianópolis,C,25-34,MODERADA,0
43315,CENTRO_HISTORICO,Florianópolis,B,55+,MODERADA,1
43316,SC401_CORREDOR,Florianópolis,C,55+,MODERADA,0
43317,COQUEIROS,Florianópolis,C,18-24,BAIXA,0
43318,SC401_CORREDOR,Florianópolis,C,55+,MODERADA,0
43319,PALHOCA_PEDRA_BRANCA,Palhoça,C,25-34,INTENSA,0
43320,CBD_BEIRAMAR,Florianópolis,D,35-44,MODERADA,0
43321,TRINDADE,Florianópolis,A,18-24,BAIXA,0
43322,CBD_BEIRAMAR,Florianópolis,D,25-34,MODERADA,0
43323,CANASVIEIRAS,Florianópolis,D,18-24,MODERADA,0
43324,TRINDADE,Florianópolis,B,55+,MODERADA,0
43325,SAO_JOSE_CENTRO,São José,C,35-44,MODERADA,1
43326,ESTREITO_CAPOEIRAS,Florianópolis,D,18-24,MODERADA,0
43327,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,0
43328,COQUEIROS,Florianópolis,B,25-34,INTENSA,1
43329,PALHOCA_CENTRO,Palhoça,A,35-44,MODERADA,0
43330,INGLESES,Florianópolis,D,35-44,MODERADA,0
43331,TRINDADE,Florianópolis,C,45-54,MODERADA,0
43332,TRINDADE,Florianópolis,C,45-54,MODERADA,0
43333,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,INTENSA,0
43334,SAO_JOSE_BARREIROS,São José,C,45-54,INTENSA,0
43335,PALHOCA_CENTRO,Palhoça,C,55+,MODERADA,0
43336,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,BAIXA,0
43337,VIA_EXPRESSA_CORREDOR,Florianópolis,B,45-54,BAIXA,1
43338,ESTREITO_CAPOEIRAS,Florianópolis,B,18-24,BAIXA,0
43339,SAO_JOSE_CENTRO,São José,D,45-54,MODERADA,0
43340,LAGOA_CONCEICAO,Florianópolis,C,45-54,INTENSA,0
43341,SC401_CORREDOR,Florianópolis,A,25-34,MODERADA,1
43342,SAO_JOSE_CENTRO,São José,D,55+,MODERADA,1
43343,CAMPECHE,Florianópolis,D,18-24,BAIXA,1
43344,TRINDADE,Florianópolis,C,55+,MODERADA,0
43345,SAO_JOSE_KOBRASOL,São José,B,35-44,BAIXA,0
43346,PALHOCA_BR101_SUL,Palhoça,C,45-54,MODERADA,0
43347,SAO_JOSE_KOBRASOL,São José,B,18-24,MODERADA,1
43348,SAO_JOSE_KOBRASOL,São José,C,18-24,BAIXA,0
43349,TRINDADE,Florianópolis,C,45-54,MODERADA,0
43350,TRINDADE,Florianópolis,D,55+,MODERADA,0
43351,PALHOCA_BR101_SUL,Palhoça,B,55+,BAIXA,1
43352,CANASVIEIRAS,Florianópolis,C,25-34,BAIXA,0
43353,PALHOCA_BR101_SUL,Palhoça,C,18-24,MODERADA,0
43354,TRINDADE,Florianópolis,C,55+,BAIXA,0
43355,SAO_JOSE_ROCADO,São José,A,55+,MODERADA,0
43356,NORTE_ILHA,Florianópolis,B,18-24,MODERADA,0
43357,SAO_JOSE_KOBRASOL,São José,B,25-34,MODERADA,0
43358,CANASVIEIRAS,Florianópolis,C,45-54,BAIXA,0
43359,SAO_JOSE_KOBRASOL,São José,C,55+,MODERADA,0
43360,SC401_CORREDOR,Florianópolis,C,45-54,MODERADA,1
43361,LAGOA_CONCEICAO,Florianópolis,C,45-54,BAIXA,0
43362,SAO_JOSE_CENTRO,São José,C,45-54,MODERADA,0
43363,PALHOCA_PEDRA_BRANCA,Palhoça,D,18-24,BAIXA,0
43364,CBD_BEIRAMAR,Florianópolis,D,45-54,MODERADA,0
43365,TRINDADE,Florianópolis,B,55+,BAIXA,0
43366,LAGOA_CONCEICAO,Florianópolis,C,35-44,BAIXA,0
43367,TRINDADE,Florianópolis,B,25-34,MODERADA,1
43368,COQUEIROS,Florianópolis,B,18-24,INTENSA,1
43369,SAO_JOSE_ROCADO,São José,B,18-24,INTENSA,0
43370,INGLESES,Florianópolis,D,35-44,MODERADA,0
43371,COQUEIROS,Florianópolis,C,25-34,BAIXA,0
43372,ANTONIO_CARLOS,Antônio Carlos,C,25-34,INTENSA,0
43373,CENTRO_HISTORICO,Florianópolis,B,25-34,MODERADA,1
43374,UFSC,Florianópolis,D,25-34,INTENSA,0
43375,TRINDADE,Florianópolis,C,35-44,MODERADA,0
43376,CANASVIEIRAS,Florianópolis,C,35-44,BAIXA,1
43377,SAO_JOSE_ROCADO,São José,C,45-54,INTENSA,1
43378,CAMPECHE,Florianópolis,B,35-44,MODERADA,0
43379,SAO_JOSE_BARREIROS,São José,C,45-54,INTENSA,0
43380,RESIDENCIAL_NORTE,Florianópolis,C,35-44,MODERADA,0
43381,CBD_BEIRAMAR,Florianópolis,C,25-34,BAIXA,0
43382,AEROPORTO_HLZ,Florianópolis,D,45-54,BAIXA,0
43383,SAO_JOSE_CENTRO,São José,C,25-34,MODERADA,0
43384,AEROPORTO_HLZ,Florianópolis,B,18-24,MODERADA,0
43385,SAO_JOSE_BARREIROS,São José,D,35-44,MODERADA,0
43386,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,1
43387,PALHOCA_PEDRA_BRANCA,Palhoça,D,45-54,BAIXA,0
43388,CAMPECHE,Florianópolis,A,25-34,INTENSA,0
43389,CAMPECHE,Florianópolis,B,45-54,MODERADA,1
43390,BIGUACU_BR101_NORTE,Biguaçu,C,35-44,INTENSA,1
43391,JURERE,Florianópolis,C,55+,BAIXA,0
43392,CENTRO_HISTORICO,Florianópolis,B,25-34,BAIXA,0
43393,TRINDADE,Florianópolis,B,18-24,MODERADA,0
43394,CENTRO_HISTORICO,Florianópolis,D,55+,BAIXA,0
43395,SAO_JOSE_CENTRO,São José,C,45-54,BAIXA,0
43396,PALHOCA_CENTRO,Palhoça,D,55+,BAIXA,0
43397,PALHOCA_BR101_SUL,Palhoça,A,18-24,MODERADA,1
43398,TRINDADE,Florianópolis,D,18-24,MODERADA,1
43399,UFSC,Florianópolis,D,18-24,MODERADA,0
43400,TRINDADE,Florianópolis,B,55+,MODERADA,1
43401,INGLESES,Florianópolis,B,25-34,INTENSA,1
43402,VIA_EXPRESSA_CORREDOR,Florianópolis,D,45-54,MODERADA,0
43403,LAGOA_CONCEICAO,Florianópolis,C,25-34,BAIXA,0
43404,AEROPORTO_HLZ,Florianópolis,B,35-44,BAIXA,1
43405,CANASVIEIRAS,Florianópolis,C,45-54,MODERADA,1
43406,BIGUACU_BR101_NORTE,Biguaçu,C,55+,BAIXA,0
43407,CBD_BEIRAMAR,Florianópolis,D,55+,BAIXA,0
43408,COQUEIROS,Florianópolis,D,45-54,BAIXA,0
43409,TRINDADE,Florianópolis,C,35-44,BAIXA,0
43410,SANTO_AMARO,Santo Amaro da Imperatriz,D,18-24,BAIXA,1
43411,COQUEIROS,Florianópolis,D,45-54,INTENSA,0
43412,INGLESES,Florianópolis,D,18-24,BAIXA,0
43413,PALHOCA_CENTRO,Palhoça,C,18-24,MODERADA,0
43414,PALHOCA_CENTRO,Palhoça,B,55+,MODERADA,1
43415,VIA_EXPRESSA_CORREDOR,Florianópolis,B,45-54,BAIXA,0
43416,PALHOCA_PEDRA_BRANCA,Palhoça,A,35-44,BAIXA,0
43417,TRINDADE,Florianópolis,A,25-34,BAIXA,1
43418,ESTREITO_CAPOEIRAS,Florianópolis,C,55+,INTENSA,0
43419,JURERE,Florianópolis,B,35-44,MODERADA,1
43420,AEROPORTO_HLZ,Florianópolis,B,35-44,INTENSA,0
43421,SC401_CORREDOR,Florianópolis,D,35-44,MODERADA,0
43422,CAMPECHE,Florianópolis,B,18-24,INTENSA,0
43423,PALHOCA_BR101_SUL,Palhoça,A,18-24,BAIXA,1
43424,SAO_JOSE_CENTRO,São José,B,18-24,MODERADA,1
43425,LAGOA_CONCEICAO,Florianópolis,B,55+,MODERADA,0
43426,SAO_JOSE_KOBRASOL,São José,C,35-44,BAIXA,0
43427,RESIDENCIAL_NORTE,Florianópolis,C,18-24,INTENSA,0
43428,RESIDENCIAL_NORTE,Florianópolis,C,55+,BAIXA,0
43429,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,INTENSA,0
43430,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,MODERADA,0
43431,CENTRO_HISTORICO,Florianópolis,D,18-24,BAIXA,0
43432,SAO_JOSE_KOBRASOL,São José,A,55+,MODERADA,1
43433,CENTRO_HISTORICO,Florianópolis,B,35-44,MODERADA,0
43434,SAO_JOSE_ROCADO,São José,B,18-24,INTENSA,0
43435,COQUEIROS,Florianópolis,A,18-24,BAIXA,0
43436,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,0
43437,SAO_JOSE_CENTRO,São José,C,35-44,MODERADA,1
43438,PALHOCA_PEDRA_BRANCA,Palhoça,B,55+,BAIXA,0
43439,SAO_JOSE_BARREIROS,São José,B,35-44,MODERADA,0
43440,TRINDADE,Florianópolis,B,25-34,MODERADA,0
43441,TRINDADE,Florianópolis,B,18-24,MODERADA,0
43442,PALHOCA_PEDRA_BRANCA,Palhoça,C,25-34,MODERADA,0
43443,CANASVIEIRAS,Florianópolis,B,55+,MODERADA,0
43444,SAO_JOSE_KOBRASOL,São José,C,55+,INTENSA,0
43445,TRINDADE,Florianópolis,D,45-54,BAIXA,0
43446,NORTE_ILHA,Florianópolis,C,25-34,BAIXA,0
43447,BIGUACU_BR101_NORTE,Biguaçu,C,25-34,INTENSA,0
43448,CBD_BEIRAMAR,Florianópolis,D,45-54,MODERADA,0
43449,CENTRO_HISTORICO,Florianópolis,B,55+,BAIXA,1
43450,ANTONIO_CARLOS,Antônio Carlos,D,18-24,INTENSA,0
43451,SAO_JOSE_CENTRO,São José,B,35-44,BAIXA,1
43452,BIGUACU_BR101_NORTE,Biguaçu,C,55+,BAIXA,0
43453,CBD_BEIRAMAR,Florianópolis,A,25-34,MODERADA,1
43454,RESIDENCIAL_NORTE,Florianópolis,D,25-34,BAIXA,0
43455,SANTO_AMARO,Santo Amaro da Imperatriz,B,18-24,MODERADA,0
43456,BIGUACU_BR101_NORTE,Biguaçu,B,35-44,BAIXA,0
43457,PALHOCA_BR101_SUL,Palhoça,D,55+,BAIXA,0
43458,CBD_BEIRAMAR,Florianópolis,C,25-34,MODERADA,0
43459,PALHOCA_BR101_SUL,Palhoça,B,18-24,MODERADA,1
43460,ESTREITO_CAPOEIRAS,Florianópolis,D,18-24,MODERADA,0
43461,LAGOA_CONCEICAO,Florianópolis,D,55+,INTENSA,0
43462,SAO_JOSE_KOBRASOL,São José,C,45-54,BAIXA,0
43463,SC401_CORREDOR,Florianópolis,C,45-54,BAIXA,0
43464,AEROPORTO_HLZ,Florianópolis,B,18-24,MODERADA,0
43465,BIGUACU_BR101_NORTE,Biguaçu,B,18-24,MODERADA,1
43466,CENTRO_HISTORICO,Florianópolis,C,55+,BAIXA,0
43467,TRINDADE,Florianópolis,C,35-44,BAIXA,0
43468,SC401_CORREDOR,Florianópolis,C,18-24,MODERADA,0
43469,PALHOCA_PEDRA_BRANCA,Palhoça,B,18-24,BAIXA,0
43470,SANTO_AMARO,Santo Amaro da Imperatriz,C,25-34,MODERADA,0
43471,COQUEIROS,Florianópolis,A,18-24,BAIXA,0
43472,UFSC,Florianópolis,C,35-44,BAIXA,0
43473,CENTRO_HISTORICO,Florianópolis,C,35-44,BAIXA,0
43474,TRINDADE,Florianópolis,B,25-34,BAIXA,1
43475,PALHOCA_CENTRO,Palhoça,C,18-24,BAIXA,0
43476,RESIDENCIAL_NORTE,Florianópolis,C,35-44,INTENSA,0
43477,COQUEIROS,Florianópolis,B,35-44,INTENSA,1
43478,CBD_BEIRAMAR,Florianópolis,B,25-34,INTENSA,1
43479,CBD_BEIRAMAR,Florianópolis,C,35-44,INTENSA,0
43480,SAO_JOSE_ROCADO,São José,C,45-54,BAIXA,0
43481,TRINDADE,Florianópolis,A,45-54,MODERADA,0
43482,SAO_JOSE_KOBRASOL,São José,B,18-24,INTENSA,0
43483,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,0
43484,CENTRO_HISTORICO,Florianópolis,A,35-44,BAIXA,0
43485,SANTO_AMARO,Santo Amaro da Imperatriz,A,35-44,INTENSA,0
43486,VIA_EXPRESSA_CORREDOR,Florianópolis,C,35-44,BAIXA,1
43487,RESIDENCIAL_NORTE,Florianópolis,B,45-54,MODERADA,1
43488,LAGOA_CONCEICAO,Florianópolis,D,18-24,BAIXA,0
43489,VIA_EXPRESSA_CORREDOR,Florianópolis,C,18-24,MODERADA,1
43490,CBD_BEIRAMAR,Florianópolis,C,35-44,MODERADA,0
43491,CENTRO_HISTORICO,Florianópolis,A,45-54,INTENSA,0
43492,SC401_CORREDOR,Florianópolis,C,25-34,BAIXA,0
43493,AEROPORTO_HLZ,Florianópolis,B,18-24,MODERADA,1
43494,TRINDADE,Florianópolis,A,45-54,BAIXA,0
43495,TRINDADE,Florianópolis,C,45-54,BAIXA,0
43496,PALHOCA_PEDRA_BRANCA,Palhoça,C,55+,BAIXA,0
43497,COQUEIROS,Florianópolis,A,18-24,MODERADA,0
43498,INGLESES,Florianópolis,D,18-24,MODERADA,1
43499,INGLESES,Florianópolis,C,45-54,INTENSA,0
43500,SAO_JOSE_CENTRO,São José,D,25-34,INTENSA,0
43501,RESIDENCIAL_NORTE,Florianópolis,A,45-54,MODERADA,0
43502,CBD_BEIRAMAR,Florianópolis,B,35-44,BAIXA,0
43503,BIGUACU_BR101_NORTE,Biguaçu,C,18-24,BAIXA,0
43504,AEROPORTO_HLZ,Florianópolis,B,18-24,BAIXA,1
43505,CENTRO_HISTORICO,Florianópolis,C,18-24,BAIXA,1
43506,CENTRO_HISTORICO,Florianópolis,D,25-34,BAIXA,1
43507,JURERE,Florianópolis,A,35-44,BAIXA,1
43508,SAO_JOSE_KOBRASOL,São José,B,45-54,BAIXA,0
43509,SC401_CORREDOR,Florianópolis,B,45-54,INTENSA,0
43510,CAMPECHE,Florianópolis,C,45-54,MODERADA,0
43511,CBD_BEIRAMAR,Florianópolis,C,18-24,MODERADA,0
43512,SAO_JOSE_CENTRO,São José,C,25-34,BAIXA,0
43513,RESIDENCIAL_NORTE,Florianópolis,D,35-44,MODERADA,0
43514,CBD_BEIRAMAR,Florianópolis,B,18-24,BAIXA,1
43515,PALHOCA_PEDRA_BRANCA,Palhoça,B,45-54,MODERADA,0
43516,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
43517,COQUEIROS,Florianópolis,B,35-44,BAIXA,0
43518,SAO_JOSE_ROCADO,São José,C,25-34,BAIXA,0
43519,RESIDENCIAL_NORTE,Florianópolis,D,25-34,INTENSA,0
43520,PALHOCA_CENTRO,Palhoça,D,35-44,MODERADA,0
43521,ESTREITO_CAPOEIRAS,Florianópolis,D,45-54,MODERADA,0
43522,PALHOCA_BR101_SUL,Palhoça,C,45-54,INTENSA,0
43523,CENTRO_HISTORICO,Florianópolis,C,35-44,MODERADA,0
43524,ESTREITO_CAPOEIRAS,Florianópolis,C,18-24,BAIXA,0
43525,CAMPECHE,Florianópolis,C,45-54,MODERADA,0
43526,SAO_JOSE_CENTRO,São José,B,25-34,MODERADA,0
43527,TRINDADE,Florianópolis,D,55+,MODERADA,0
43528,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,0
43529,PALHOCA_BR101_SUL,Palhoça,D,18-24,BAIXA,0
43530,TRINDADE,Florianópolis,C,35-44,BAIXA,0
43531,SC401_CORREDOR,Florianópolis,B,35-44,MODERADA,1
43532,TRINDADE,Florianópolis,C,35-44,MODERADA,0
43533,PALHOCA_BR101_SUL,Palhoça,A,18-24,INTENSA,1
43534,SAO_JOSE_CENTRO,São José,A,45-54,INTENSA,0
43535,TRINDADE,Florianópolis,B,18-24,BAIXA,0
43536,BIGUACU_BR101_NORTE,Biguaçu,B,35-44,BAIXA,0
43537,RESIDENCIAL_NORTE,Florianópolis,C,55+,INTENSA,0
43538,INGLESES,Florianópolis,B,18-24,MODERADA,1
43539,CENTRO_HISTORICO,Florianópolis,B,18-24,BAIXA,0
43540,CENTRO_HISTORICO,Florianópolis,B,45-54,BAIXA,0
43541,SAO_JOSE_BARREIROS,São José,C,25-34,BAIXA,0
43542,SC401_CORREDOR,Florianópolis,C,18-24,MODERADA,0
43543,CANASVIEIRAS,Florianópolis,C,35-44,MODERADA,0
43544,COQUEIROS,Florianópolis,D,35-44,MODERADA,0
